Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2360,Agra,Agra,Potato,Local,FAQ,310,500,400,12-Jun-17
2361,Agra,Agra,Potato,Local,FAQ,320,480,410,10-Jun-17
2362,Agra,Agra,Potato,Local,FAQ,380,550,415,9-Jun-17
2363,Agra,Agra,Potato,Local,FAQ,400,550,440,8-Jun-17
2364,Agra,Agra,Potato,Local,FAQ,380,530,425,7-Jun-17
2365,Agra,Agra,Potato,Local,FAQ,350,510,430,6-Jun-17
2366,Agra,Agra,Potato,Local,FAQ,325,500,410,5-Jun-17
2367,Agra,Agra,Potato,Local,FAQ,325,500,425,3-Jun-17
2368,Agra,Agra,Potato,Local,FAQ,320,500,415,2-Jun-17
2369,Agra,Agra,Potato,Local,FAQ,300,500,420,31-May-17
2370,Agra,Agra,Potato,Local,FAQ,320,500,430,30-May-17
2371,Agra,Agra,Potato,Local,FAQ,300,500,420,29-May-17
2372,Agra,Agra,Potato,Local,FAQ,230,450,350,27-May-17
2373,Agra,Agra,Potato,Local,FAQ,250,400,320,26-May-17
2374,Agra,Agra,Potato,Local,FAQ,250,500,400,25-May-17
2375,Agra,Agra,Potato,Local,FAQ,250,500,430,24-May-17
2376,Agra,Agra,Potato,Local,FAQ,250,500,400,23-May-17
2377,Agra,Agra,Potato,Local,FAQ,200,400,320,22-May-17
2378,Agra,Agra,Potato,Local,FAQ,200,400,340,20-May-17
2379,Agra,Agra,Potato,Local,FAQ,210,390,325,19-May-17
2380,Agra,Agra,Potato,Local,FAQ,200,400,310,18-May-17
2381,Agra,Agra,Potato,Local,FAQ,200,400,320,17-May-17
2382,Agra,Agra,Potato,Local,FAQ,280,450,410,16-May-17
2383,Agra,Agra,Potato,Local,FAQ,260,450,390,15-May-17
2384,Agra,Agra,Potato,Local,FAQ,250,440,380,13-May-17
2385,Agra,Agra,Potato,Local,FAQ,200,400,350,11-May-17
2386,Agra,Agra,Potato,Local,FAQ,200,400,350,10-May-17
2387,Agra,Agra,Potato,Local,FAQ,200,400,360,9-May-17
2388,Agra,Agra,Potato,Local,FAQ,120,380,300,8-May-17
2389,Agra,Agra,Potato,Local,FAQ,150,400,310,6-May-17
2390,Agra,Agra,Potato,Local,FAQ,300,500,450,4-May-17
2391,Agra,Agra,Potato,Local,FAQ,300,450,440,3-May-17
2392,Agra,Agra,Potato,Local,FAQ,300,500,460,2-May-17
2393,Agra,Agra,Potato,Local,FAQ,320,510,450,29-Apr-17
2394,Agra,Agra,Potato,Local,FAQ,300,500,455,28-Apr-17
2395,Agra,Agra,Potato,Local,FAQ,320,500,460,27-Apr-17
2396,Agra,Agra,Potato,Local,FAQ,300,500,450,26-Apr-17
2397,Agra,Agra,Potato,Local,FAQ,360,500,470,25-Apr-17
2398,Agra,Agra,Potato,Local,FAQ,350,500,460,24-Apr-17
2399,Agra,Agra,Potato,Local,FAQ,350,500,440,22-Apr-17
2400,Agra,Agra,Potato,Local,FAQ,400,500,450,21-Apr-17
2401,Agra,Agra,Potato,Local,FAQ,350,500,430,20-Apr-17
2402,Agra,Agra,Potato,Local,FAQ,0,0,380,19-Apr-17
2403,Agra,Agra,Potato,Local,FAQ,0,0,370,18-Apr-17
2404,Agra,Agra,Potato,Local,FAQ,0,0,380,17-Apr-17
2405,Agra,Agra,Potato,Local,FAQ,0,0,340,15-Apr-17
2406,Agra,Agra,Potato,Local,FAQ,0,0,360,14-Apr-17
2407,Agra,Agra,Potato,Local,FAQ,0,0,350,13-Apr-17
2408,Agra,Agra,Potato,Local,FAQ,0,0,380,12-Apr-17
2409,Agra,Agra,Potato,Local,FAQ,0,0,390,11-Apr-17
2410,Agra,Agra,Potato,Local,FAQ,0,0,400,10-Apr-17
2411,Agra,Agra,Potato,Local,FAQ,0,0,380,8-Apr-17
2412,Agra,Agra,Potato,Local,FAQ,0,0,390,7-Apr-17
2413,Agra,Agra,Potato,Local,FAQ,0,0,350,6-Apr-17
2414,Agra,Agra,Potato,Local,FAQ,0,0,340,5-Apr-17
2415,Agra,Agra,Potato,Local,FAQ,0,0,380,3-Apr-17
2416,Agra,Agra,Potato,Local,FAQ,0,0,390,30-Mar-17
2417,Agra,Agra,Potato,Local,FAQ,0,0,410,29-Mar-17
2418,Agra,Agra,Potato,Local,FAQ,0,0,400,28-Mar-17
2419,Agra,Agra,Potato,Local,FAQ,0,0,410,27-Mar-17
2420,Agra,Agra,Potato,Local,FAQ,0,0,1020,25-Mar-17
2421,Agra,Agra,Potato,Local,FAQ,0,0,400,24-Mar-17
2422,Agra,Agra,Potato,Local,FAQ,0,0,410,23-Mar-17
2423,Agra,Agra,Potato,Local,FAQ,0,0,420,22-Mar-17
2424,Agra,Agra,Potato,Local,FAQ,0,0,410,21-Mar-17
2425,Agra,Agra,Potato,Local,FAQ,0,0,400,20-Mar-17
2426,Agra,Agra,Potato,Local,FAQ,0,0,440,17-Mar-17
2427,Agra,Agra,Potato,Local,FAQ,0,0,430,16-Mar-17
2428,Agra,Agra,Potato,Local,FAQ,0,0,410,15-Mar-17
2429,Agra,Agra,Potato,Local,FAQ,0,0,400,10-Mar-17
2430,Agra,Agra,Potato,Local,FAQ,0,0,410,9-Mar-17
2431,Agra,Agra,Potato,Local,FAQ,0,0,420,8-Mar-17
2432,Agra,Agra,Potato,Local,FAQ,0,0,430,7-Mar-17
2433,Agra,Agra,Potato,Local,FAQ,0,0,420,6-Mar-17
2434,Agra,Agra,Potato,Local,FAQ,0,0,380,4-Mar-17
2435,Agra,Agra,Potato,Local,FAQ,0,0,390,3-Mar-17
2436,Agra,Agra,Potato,Local,FAQ,0,0,400,2-Mar-17
2437,Agra,Agra,Potato,Local,FAQ,0,0,390,28-Feb-17
2438,Agra,Agra,Potato,Local,FAQ,0,0,380,27-Feb-17
2439,Agra,Agra,Potato,Local,FAQ,0,0,400,25-Feb-17
2440,Agra,Agra,Potato,Local,FAQ,0,0,390,24-Feb-17
2441,Agra,Agra,Potato,Local,FAQ,0,0,380,23-Feb-17
2442,Agra,Agra,Potato,Local,FAQ,0,0,400,22-Feb-17
2443,Agra,Agra,Potato,Local,FAQ,0,0,410,21-Feb-17
2444,Agra,Agra,Potato,Local,FAQ,0,0,390,20-Feb-17
2445,Agra,Agra,Potato,Local,FAQ,0,0,410,18-Feb-17
2446,Agra,Agra,Potato,Local,FAQ,0,0,425,17-Feb-17
2447,Agra,Agra,Potato,Local,FAQ,0,0,450,16-Feb-17
2448,Agra,Agra,Potato,Local,FAQ,0,0,440,15-Feb-17
2449,Agra,Agra,Potato,Local,FAQ,0,0,450,14-Feb-17
2450,Agra,Agra,Potato,Local,FAQ,0,0,420,13-Feb-17
2451,Agra,Agra,Potato,Local,FAQ,0,0,430,10-Feb-17
2452,Agra,Agra,Potato,Local,FAQ,0,0,410,8-Feb-17
2453,Agra,Agra,Potato,Local,FAQ,0,0,410,7-Feb-17
2454,Agra,Agra,Potato,Local,FAQ,0,0,420,6-Feb-17
2455,Agra,Agra,Potato,Local,FAQ,0,0,430,4-Feb-17
2456,Agra,Agra,Potato,Local,FAQ,0,0,470,2-Feb-17
2457,Agra,Agra,Potato,Local,FAQ,0,0,470,31-Jan-17
2458,Agra,Agra,Potato,Local,FAQ,0,0,460,30-Jan-17
2459,Agra,Agra,Potato,Local,FAQ,0,0,450,28-Jan-17
2460,Agra,Agra,Potato,Local,FAQ,0,0,410,25-Jan-17
2461,Agra,Agra,Potato,Local,FAQ,0,0,400,24-Jan-17
2462,Agra,Agra,Potato,Local,FAQ,0,0,420,23-Jan-17
2463,Agra,Agra,Potato,Local,FAQ,0,0,415,21-Jan-17
2464,Agra,Agra,Potato,Local,FAQ,0,0,425,20-Jan-17
2465,Agra,Agra,Potato,Local,FAQ,0,0,410,19-Jan-17
2466,Agra,Agra,Potato,Local,FAQ,0,0,450,17-Jan-17
2467,Agra,Agra,Potato,Local,FAQ,0,0,420,16-Jan-17
2468,Agra,Agra,Potato,Local,FAQ,0,0,430,14-Jan-17
2469,Agra,Agra,Potato,Local,FAQ,0,0,470,12-Jan-17
2470,Agra,Agra,Potato,Local,FAQ,0,0,460,11-Jan-17
2471,Agra,Agra,Potato,Local,FAQ,0,0,450,10-Jan-17
2472,Agra,Agra,Potato,Local,FAQ,0,0,480,9-Jan-17
2473,Agra,Agra,Potato,Local,FAQ,0,0,450,7-Jan-17
2474,Agra,Agra,Potato,Local,FAQ,0,0,470,6-Jan-17
2475,Agra,Agra,Potato,Local,FAQ,0,0,480,5-Jan-17
2476,Agra,Agra,Potato,Local,FAQ,0,0,490,4-Jan-17
2477,Agra,Agra,Potato,Local,FAQ,0,0,510,3-Jan-17
2478,Agra,Agra,Potato,Local,FAQ,0,0,500,2-Jan-17
2479,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,23-Apr-21
2480,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,22-Apr-21
2481,Agra,Fatehabad,Potato,Desi,FAQ,550,650,600,17-Apr-21
2482,Agra,Fatehabad,Potato,Desi,FAQ,600,700,650,16-Apr-21
2483,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,14-Apr-21
2484,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,13-Apr-21
2485,Agra,Fatehabad,Potato,Desi,FAQ,600,700,650,12-Apr-21
2486,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,10-Apr-21
2487,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,9-Apr-21
2488,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,8-Apr-21
2489,Agra,Fatehabad,Potato,Desi,FAQ,550,650,600,7-Apr-21
2490,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,6-Apr-21
2491,Agra,Fatehabad,Potato,Desi,FAQ,500,550,520,5-Apr-21
2492,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,2-Apr-21
2493,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,1-Apr-21
2494,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,31-Mar-21
2495,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,30-Mar-21
2496,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,28-Mar-21
2497,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,27-Mar-21
2498,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,26-Mar-21
2499,Agra,Fatehabad,Potato,Desi,FAQ,500,550,520,25-Mar-21
2500,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,24-Mar-21
2501,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,23-Mar-21
2502,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,21-Mar-21
2503,Agra,Fatehabad,Potato,Desi,FAQ,500,550,520,19-Mar-21
2504,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,18-Mar-21
2505,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,17-Mar-21
2506,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,16-Mar-21
2507,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,15-Mar-21
2508,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,14-Mar-21
2509,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,13-Mar-21
2510,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,11-Mar-21
2511,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,10-Mar-21
2512,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,9-Mar-21
2513,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,8-Mar-21
2514,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,6-Mar-21
2515,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,5-Mar-21
2516,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,3-Mar-21
2517,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,2-Mar-21
2518,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,1-Mar-21
2519,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,28-Feb-21
2520,Agra,Fatehabad,Potato,Desi,FAQ,450,550,500,27-Feb-21
2521,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,26-Feb-21
2522,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,25-Feb-21
2523,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,23-Feb-21
2524,Agra,Fatehabad,Potato,Desi,FAQ,600,700,650,21-Feb-21
2525,Agra,Fatehabad,Potato,Desi,FAQ,500,550,520,20-Feb-21
2526,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,17-Feb-21
2527,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,16-Feb-21
2528,Agra,Fatehabad,Potato,Desi,FAQ,500,550,520,15-Feb-21
2529,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,14-Feb-21
2530,Agra,Fatehabad,Potato,Desi,FAQ,500,550,520,13-Feb-21
2531,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,11-Feb-21
2532,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,10-Feb-21
2533,Agra,Fatehabad,Potato,Desi,FAQ,700,750,720,9-Feb-21
2534,Agra,Fatehabad,Potato,Desi,FAQ,550,650,600,5-Feb-21
2535,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,4-Feb-21
2536,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,3-Feb-21
2537,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2-Feb-21
2538,Agra,Fatehabad,Potato,Desi,FAQ,550,650,600,1-Feb-21
2539,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,30-Jan-21
2540,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,29-Jan-21
2541,Agra,Fatehabad,Potato,Desi,FAQ,550,650,600,28-Jan-21
2542,Agra,Fatehabad,Potato,Desi,FAQ,600,650,620,27-Jan-21
2543,Agra,Fatehabad,Potato,Desi,FAQ,550,650,600,24-Jan-21
2544,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,21-Jan-21
2545,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,20-Jan-21
2546,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,19-Jan-21
2547,Agra,Fatehabad,Potato,Desi,FAQ,750,850,800,18-Jan-21
2548,Agra,Fatehabad,Potato,Desi,FAQ,700,750,730,16-Jan-21
2549,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,14-Jan-21
2550,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,13-Jan-21
2551,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,11-Jan-21
2552,Agra,Fatehabad,Potato,Desi,FAQ,750,850,800,9-Jan-21
2553,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,7-Jan-21
2554,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,6-Jan-21
2555,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,5-Jan-21
2556,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,4-Jan-21
2557,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,3-Jan-21
2558,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2-Jan-21
2559,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,31-Dec-20
2560,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,30-Dec-20
2561,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,28-Dec-20
2562,Agra,Fatehabad,Potato,Desi,FAQ,850,950,900,27-Dec-20
2563,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,26-Dec-20
2564,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,25-Dec-20
2565,Agra,Fatehabad,Potato,Desi,FAQ,800,1000,850,24-Dec-20
2566,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,22-Dec-20
2567,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,20-Dec-20
2568,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,19-Dec-20
2569,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,17-Dec-20
2570,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,16-Dec-20
2571,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,15-Dec-20
2572,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,14-Dec-20
2573,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,12-Dec-20
2574,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,10-Dec-20
2575,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,9-Dec-20
2576,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,8-Dec-20
2577,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,7-Dec-20
2578,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,6-Dec-20
2579,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,4-Dec-20
2580,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2-Dec-20
2581,Agra,Fatehabad,Potato,Desi,FAQ,2650,2730,2700,1-Dec-20
2582,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2740,30-Nov-20
2583,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2730,28-Nov-20
2584,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,26-Nov-20
2585,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,25-Nov-20
2586,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,24-Nov-20
2587,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,23-Nov-20
2588,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,21-Nov-20
2589,Agra,Fatehabad,Potato,Desi,FAQ,2500,2550,2520,20-Nov-20
2590,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,19-Nov-20
2591,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,18-Nov-20
2592,Agra,Fatehabad,Potato,Desi,FAQ,1900,2000,1950,17-Nov-20
2593,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,12-Nov-20
2594,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,11-Nov-20
2595,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,10-Nov-20
2596,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,9-Nov-20
2597,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,7-Nov-20
2598,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,5-Nov-20
2599,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,3-Nov-20
2600,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2-Nov-20
2601,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,1-Nov-20
2602,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,31-Oct-20
2603,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,30-Oct-20
2604,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,29-Oct-20
2605,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,28-Oct-20
2606,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,27-Oct-20
2607,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,26-Oct-20
2608,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,25-Oct-20
2609,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,24-Oct-20
2610,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,22-Oct-20
2611,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,21-Oct-20
2612,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,20-Oct-20
2613,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,19-Oct-20
2614,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1530,18-Oct-20
2615,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,17-Oct-20
2616,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,16-Oct-20
2617,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,15-Oct-20
2618,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,14-Oct-20
2619,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,13-Oct-20
2620,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,12-Oct-20
2621,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,11-Oct-20
2622,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,10-Oct-20
2623,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,7-Oct-20
2624,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,5-Oct-20
2625,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,4-Oct-20
2626,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,3-Oct-20
2627,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2-Oct-20
2628,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,1-Oct-20
2629,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,30-Sep-20
2630,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,29-Sep-20
2631,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,28-Sep-20
2632,Agra,Fatehabad,Potato,Desi,FAQ,1800,1870,1860,27-Sep-20
2633,Agra,Fatehabad,Potato,Desi,FAQ,1850,1900,1870,26-Sep-20
2634,Agra,Fatehabad,Potato,Desi,FAQ,1750,1800,1780,24-Sep-20
2635,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,23-Sep-20
2636,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,22-Sep-20
2637,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,21-Sep-20
2638,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,20-Sep-20
2639,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,19-Sep-20
2640,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,18-Sep-20
2641,Agra,Fatehabad,Potato,Desi,FAQ,1750,1850,1800,17-Sep-20
2642,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,16-Sep-20
2643,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,15-Sep-20
2644,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,13-Sep-20
2645,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,12-Sep-20
2646,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,11-Sep-20
2647,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,10-Sep-20
2648,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,9-Sep-20
2649,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,6-Sep-20
2650,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,5-Sep-20
2651,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,4-Sep-20
2652,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2-Sep-20
2653,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,1-Sep-20
2654,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,31-Aug-20
2655,Agra,Fatehabad,Potato,Desi,FAQ,1400,1480,1450,30-Aug-20
2656,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,29-Aug-20
2657,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,28-Aug-20
2658,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,27-Aug-20
2659,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,25-Aug-20
2660,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,24-Aug-20
2661,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,23-Aug-20
2662,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,22-Aug-20
2663,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,19-Aug-20
2664,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,18-Aug-20
2665,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,17-Aug-20
2666,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,16-Aug-20
2667,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,13-Aug-20
2668,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,8-Aug-20
2669,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,7-Aug-20
2670,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,6-Aug-20
2671,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,5-Aug-20
2672,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,4-Aug-20
2673,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,30-Jul-20
2674,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,28-Jul-20
2675,Agra,Fatehabad,Potato,Desi,FAQ,1200,1450,1300,25-Jul-20
2676,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,24-Jul-20
2677,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,22-Jul-20
2678,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,21-Jul-20
2679,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,20-Jul-20
2680,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,16-Jul-20
2681,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,15-Jul-20
2682,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,14-Jul-20
2683,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,13-Jul-20
2684,Agra,Fatehabad,Potato,Desi,FAQ,1200,1330,1250,7-Jul-20
2685,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,6-Jul-20
2686,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,5-Jul-20
2687,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1200,4-Jul-20
2688,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,1-Jul-20
2689,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,30-Jun-20
2690,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,29-Jun-20
2691,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,28-Jun-20
2692,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,27-Jun-20
2693,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,25-Jun-20
2694,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,24-Jun-20
2695,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,23-Jun-20
2696,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,22-Jun-20
2697,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,20-Jun-20
2698,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,18-Jun-20
2699,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,17-Jun-20
2700,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,16-Jun-20
2701,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,15-Jun-20
